"WARJE","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","0","","","","","","","","","","","","","","","","","","",""
"Ward No.","Year","Sr. No.","Details of the work","Amount","Expense Code","Issue Status","Original Comment","Resolution Comment","","","","","","","","","","","","","","","","",""
"13A","21-22","1","Asphalting of roads in residential areas and various places","883545.93","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","2","Block in Patwardhan Bagh area to be repaired.","846711.15","Pavement blocks","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","3","Repairing the existing pavement at Canal Road at Prabhat Road.","897609.82","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","4","Laying rain line elsewhere in A Ward and carrying out repair works.","991084.22","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","5","to paint thermoplastics.","","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","6","punching thermoplastic strips at various locations","636336.75","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","7","Installation of direction boards at various places.","858638.16","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","8","square beautification and mural works at various places in the ward.","885071.58","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","9","Tarring of roads at various places.","885071.58","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","10","Asphalting of roads and various places around Swapna Mandir Society.","898075.67","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","11","Construction of footpaths at various places.","890307.98","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","12","Block repair at various places.","898523.66","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","13","Asphalting of roads in the area of Palande Kurier and at various places.","898103.19","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","14","Construction of the existing footpath from Warje Karvenagar Zonal Office to Nimbalkar Chowk on the lines of Smart City.","801592.69","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","15","Repairing the existing footpath at Kohinoor Mangal Office and related works.(Part-1) ","426577.74","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","16","Repairing the existing footpath at Kohinoor Mangal Office and related works.(Part-2) ","890484.84","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","17","Repairing footpath from Shakti 98 Chowk to Paprika Hotel","892878.76","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","18","Resurfacing of existing footpath at  Rahulnagar.","408592.83","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","19","Asphalting of roads at United Western and various places in the vicinity.","895872.72","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","20","Repairing the damaged pavement on both sides at Siddharth Tower and Saket Society (Part-2)","862254.64","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","21","Repairing the existing pavement at Pratigya Mangal Office  (Part-1)","875105.87","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","22","Asphalting of internal roads and various places Manmohan Society.","","","","","","","","","","","","","","","","","","","","","",""
"13A","21-22","23","Excavation of the existing road in Navsahyadri Society area and re-asphalting ","","","","","","","","","","","","","","","","","","","","","",""
"13B","21-22","24","road striping with thermoplastic paint and painting of curbing and dividers.","617056.64","","","","","","","","","","","","","","","","","","","","",""
"13B","21-22","25","Paving both sides from CDSS to Manohar Mangal office","","","","","","","","","","","","","","","","","","","","","",""
"13B","21-22","26","Prabodhan Path, Vasudev Niwas Path to Sahakar Sadan Path, Canal Road and asphalting of surrounding roads","","","","","","","","","","","","","","","","","","","","","",""
"13C","21-22","27","Repairing footpaths at various places in Happy Colony Erandwane.","611121.39","","","","","","","","","","","","","","","","","","","","",""
"13C","21-22","28","Repairing Samarth Path Pavement near Alankar Society in  Happy Colony Erandwane.","580940.58","","","","","","","","","","","","","","","","","","","","",""
"13C","21-22","29","Asphalting of Nataraj Society Road in  Happy Colony Erandwane.","630510.25","","","","","","","","","","","","","","","","","","","","",""
"13C","21-22","30","Asphalting of road in Pandurang Colony inHappy Colony Erandwane.","630813.09","","","","","","","","","","","","","","","","","","","","",""
"13C","21-22","31","Asphalting of the road near Sonal Hall in  Happy Colony Erandwane.","623138.57","","","","","","","","","","","","","","","","","","","","",""
"13C","21-22","32","Asphalting of Jan Shakti Suvarnarekha Society Road in Happy Colony Erandwane.","","","","","","","","","","","","","","","","","","","","","",""
"13C","21-22","33","Asphalting of Samarth Path Society Road in  Happy Colony Erandwane.","","","","","","","","","","","","","","","","","","","","","",""
"13C","21-22","34","Laying Rain Lines at various places in  Happy Colony Erandwane.","","","","","","","","","","","","","","","","","","","","","",""
"13C","21-22","35","Asphalting of Mhatre Pool to Pumping Station Road in  Happy Colony Erandwane.","","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","36","Asphalting of Lal Bahadur Shastri Vasahat Road .(Asphalting at Survey No.59 Karvenagar as per site change.)","898773.83","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","37","Installation of cement blocks at Shriram Park.","443085.83","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","38","Thermoplast painting in Ward.","613733.63","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","39","Construction of monsoon drainage at Chal flood-affected colony.","394211.92","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","40","Repairing footpaths at various places.","901562","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","41","Construction of Rainy Drainage at  Siddhivinayak Society.","366889.8","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","42","Concreting at various places","739357.09","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","43","Laying of flooring in flooded colony.","795364.83","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","44","Asphalting at  Ganeshnagar Ota Colony.","784089.96","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","45","Asphalting of road in Navasahyadri S.No.59.","673193.16","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","46","Asphalting of Roads in Bharatkunj Society.","672177.62","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","47","Paving of Pinak Phase 2 to MSEB Substation.","715402.55","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","48","Beautification of various squares and corners of","475131.28","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","49","Applying thermoplastic paint and installing cat eye at various places","626537.21","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","50","Concrete making at Ganeshnagar Ota Colony.","","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","51","Applying thermoplastic paint and installing cat eye at various places (According to finance committee approval )","617938.53","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","52","Abhinav Vidyalaya to Gulvani Maharaj Road Construction of footpath.","562960.5","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","53","Tarring at various places.","","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","54","Construction of Rainy Drainage at Shailesh Society.","","","","","","","","","","","","","","","","","","","","","",""
"13D","21-22","55","Asphalting of  Raja Mantri Road to Pegasus Club Road.","","","","","","","","","","","","","","","","","","","","","",""
